region,lat,lng,nodos,golden
Region7,20.028112,-98.563152,1,25
Region9,20.029692,-98.80171,1,87
Region8,20.032139,-102.351278,1,100
Region9,20.033175,-98.313351,3,74.6666666667
Region9,20.042444,-98.728917,1,62
Region9,20.043139,-99.258631,2,62
Region9,20.043828,-98.728092,1,87
Region6,20.043973,-102.280393,2,81
Region9,20.0471389,-98.3575,2,93.5
Region8,20.048,-90.2287389,1,100
Region9,20.0488611,-99.3451944,2,74.5
Region9,20.0492,-98.788542,2,93.5
Region9,20.0499722,-98.740225,4,90.5
Region5,20.052675,-102.732009,1,100
Region4,20.0531806,-102.7310917,1,12
Region7,20.054639,-97.086154,1,100
Region6,20.0559972,-99.3415194,1,62
Region8,20.05605,-102.71571,1,100
Region5,20.0575,-101.1461,1,100
Region9,20.057861,-99.40275,1,87
Region8,20.0587639,-98.4359528,1,100
Region9,20.06083,-97.04496,2,100
Region9,20.06147,-98.71703,1,87
Region7,20.061548,-97.05601,1,12
Region9,20.061972,-98.757833,3,87.3333333333
Region8,20.062558,-102.747317,1,100
Region9,20.0645556,-98.7562611,1,87
Region9,20.066895,-99.207432,1,87
Region9,20.06732,-98.7819808,2,74.5
Region9,20.0678667,-98.41605,3,45.6666666667
Region5,20.068921,-98.752641,1,62
Region9,20.069333,-99.325189,2,93.5
Region9,20.071675,-98.734233,1,87
Region9,20.072241,-98.773042,1,87
Region9,20.073845,-98.363475,3,95.6666666667
Region7,20.0744,-97.06285,2,100
Region5,20.0752414,-101.9847103,1,100
Region9,20.0766056,-98.3786528,3,95.6666666667
Region7,20.0798367,-97.03858,1,100
Region9,20.080298,-98.362481,1,62
Region5,20.080803,-103.203452,1,62
Region5,20.080831,-98.362376,2,12
Region9,20.082436,-98.368044,2,93.5
Region9,20.0837889,-98.7871806,1,87
Region5,20.084549,-98.771638,1,100
Region9,20.084761,-98.352861,1,87
Region9,20.084806,-98.720889,1,50
Region9,20.087014,-98.792211,4,56
Region3,20.088376,-101.515689,2,12
Region9,20.088951,-98.364282,1,87
Region9,20.0904694,-98.752925,1,87
Region9,20.091661,-99.220958,2,75
Region9,20.095798,-99.134206,2,93.5
Region9,20.096808,-98.751367,3,87.3333333333
Region9,20.100198,-99.155442,1,12
Region9,20.1011431,-98.7138539,1,50
Region9,20.1015331,-98.7700497,1,87
Region6,20.1020278,-100.8399361,1,62
Region9,20.10232,-99.86214,1,50
Region9,20.105733,-98.750122,3,95.6666666667
Region7,20.106845,-98.737789,1,25
Region9,20.1108611,-98.7218611,1,87
Region8,20.112944,-99.197636,1,100
Region9,20.1134225,-98.74864,1,87
Region9,20.1158611,-98.7284722,2,93.5
Region9,20.11797,-98.77006,2,62.5
Region9,20.118483,-98.738944,1,87
Region9,20.118722,-98.341222,2,74.5
Region9,20.118839,-98.7886,5,32.2
Region9,20.119875,-98.735099,2,93.5
Region8,20.12068,-98.746453,1,100
Region7,20.120939,-98.100975,1,87
Region4,20.121578,-101.175583,2,12
Region4,20.123944,-101.185889,1,12
Region9,20.1244756,-98.8053961,1,87
Region9,20.125188,-98.767708,3,58
Region9,20.12539,-98.75436,1,87
Region9,20.126037,-98.747994,1,87
Region9,20.1261069,-98.7318031,1,87
Region4,20.126694,-101.192583,1,12
Vacio,20.130467,-96.989778,1,100
Region9,20.130594,-98.7312244,2,62
Region9,20.13283,-98.161842,1,87
Region6,20.138815,-98.354538,2,74.5
Region9,20.138917,-98.223969,1,87
Region9,20.140662,-98.189094,2,93.5
Region5,20.143219,-101.195191,1,100
Region5,20.143274,-98.245237,1,62
Region9,20.1441,-98.680906,1,87
Region9,20.145841,-98.287928,1,87
Region4,20.151104,-102.061862,1,12
Region9,20.15168,-98.21146,1,87
Region9,20.1528583,-99.7407639,1,12
Region4,20.157676,-103.516524,2,12
Region9,20.1625,-102.200996,1,75
Region7,20.16878,-98.049362,1,87
Region7,20.170219,-98.074527,1,87
Region9,20.171958,-98.307263,1,87
Region8,20.180062,-90.141448,1,100
Region5,20.184122,-96.880063,1,100
Region9,20.187879,-98.919559,2,74.5
Region9,20.19173,-99.272576,1,87
Region4,20.201869,-102.325075,2,18.5
Region7,20.205005,-96.769643,1,25
Region9,20.20922,-98.96592,1,87
Region6,20.209333,-100.881889,1,62
Region4,20.212331,-99.06496,1,0
Region9,20.21235,-98.8984,1,12
Region5,20.213986,-103.341706,2,74.5
Region8,20.2156,-87.4542556,1,100
Region6,20.217,-100.8786944,1,62
Region9,20.219371,-98.561861,3,45.6666666667
Region9,20.225444,-99.22621,1,87
Region9,20.22635,-99.29186,1,87
Region6,20.231677,-100.988944,3,49.6666666667
Region9,20.238059,-98.322308,1,87
Region7,20.239781,-101.211374,1,100
Region9,20.247047,-99.18882,1,87
Region4,20.247217,-99.03122,2,93.5
Region9,20.24762,-98.93127,1,87
Region5,20.26067,-102.47308,1,62
Region9,20.265317,-87.401133,1,62
Region9,20.271441,-98.942677,3,95.6666666667
Region5,20.2807894,-102.5487606,1,100
Region9,20.28605,-98.9295,1,87
Region5,20.286252,-102.536209,3,91.3333333333
Region5,20.288022,-103.340781,1,62
Region9,20.288755,-103.190109,2,62
Region9,20.2892778,-103.1916944,1,50
Region5,20.289494,-103.193734,1,62
Region9,20.29054,-103.19099,1,62
Region6,20.294157,-102.743632,1,12
Region7,20.294339,-97.954792,1,87
Region5,20.294854,-103.193863,1,62
Region5,20.299433,-103.255561,2,81
Region5,20.303974,-102.114386,1,100
Region5,20.304025,-103.882773,2,93.5
Region5,20.309809,-103.594073,1,62
Region7,20.32856,-87.3608,1,100
Region5,20.330089,-89.641567,1,62
Region6,20.331778,-99.9394,1,12
Region5,20.3319492,-103.1887833,1,62
Region5,20.33205,-102.59537,1,100
Region4,20.335694,-102.036222,2,18.5
Region6,20.33775,-102.763944,2,75
Region6,20.338217,-100.969026,1,62
Region5,20.3384528,-102.7749556,1,100
Region9,20.338883,-100.970117,1,87
Region5,20.343,-102.792003,1,100
Region5,20.349746,-102.819381,1,100
Region4,20.35125,-102.0462778,2,18.5
Region6,20.351411,-101.191643,1,62
Region5,20.352583,-102.760056,1,62
Region6,20.35475,-99.963424,1,12
Region4,20.357,-102.01161,2,18.5
Region5,20.357663,-102.034557,1,100
Region9,20.360981,-102.771166,2,62
Region8,20.361723,-90.041764,1,100
Region9,20.368441,-99.96736,1,62
Region9,20.375333,-100.010552,1,25
Region7,20.3755,-96.9213306,1,100
Region8,20.376667,-89.771103,1,100
Region6,20.377014,-101.059028,1,62
Region5,20.3776111,-101.8429722,1,100
Region6,20.37877,-99.95054,1,12
Region6,20.382021,-101.196395,1,12
Region6,20.3847778,-99.9718333,1,62
Region6,20.387289,-99.983246,1,12
Region5,20.389572,-103.141174,1,62
Region9,20.389924,-99.959395,1,37
Region6,20.390632,-99.999278,2,12
Region9,20.399501,-87.319198,1,62
Region9,20.40069,-99.21132,1,87
Region6,20.401043,-99.9895,1,12
Region6,20.401985,-101.206892,1,62
Region9,20.402016,-99.95864,1,62
Region6,20.407364,-101.518014,1,12
Region7,20.412578,-97.016631,1,100
Region6,20.412683,-99.981005,1,12
Region9,20.416194,-100.01175,2,24.5
Region9,20.4186,-99.16901,1,87
Region4,20.421712,-101.722081,2,12
Region9,20.42217,-101.722404,1,62
Region5,20.4292833,-103.3051694,1,62
Region4,20.431861,-101.724472,2,18.5
Region5,20.431938,-102.721654,1,100
Region9,20.438278,-99.172694,1,87
Region6,20.43839,-100.07005,1,12
Region8,20.441619,-97.392796,1,100
Region8,20.446109,-103.541593,1,100
Region7,20.44781,-103.26527,1,25
Region7,20.4479028,-97.3171583,1,100
Region6,20.449343,-101.534911,1,62
Region5,20.4495142,-103.4306219,1,62
Region8,20.45162,-97.325861,1,100
Region9,20.451906,-99.239057,1,87
Region9,20.452035,-101.530174,1,50
Region6,20.45216,-101.52454,1,62
Region6,20.452575,-100.616071,1,75
Region5,20.453139,-102.681556,1,100
Region5,20.456475,-103.326525,2,74.5
Region7,20.460167,-100.620679,1,25
Region7,20.463405,-97.153226,1,100
Vacio,20.464141,-102.923361,1,100
Region8,20.46958,-89.715219,1,100
Region6,20.4695833,-99.9436333,1,12
Region7,20.4697834,-86.9699966,1,25
Region6,20.4710139,-100.8060472,1,75
Region5,20.47126,-100.78596,3,62
Region9,20.4716361,-103.4410444,1,87
Region9,20.471839,-103.262673,1,62
Region9,20.473398,-103.23303,1,62
Region8,20.474097,-100.955429,1,100
Region5,20.474534,-101.61913,1,62
Region6,20.475521,-101.212392,1,62
Region5,20.476083,-103.447772,1,62
Region6,20.4773014,-100.9627333,1,87
Region4,20.47833,-97.01401,2,18.5
Region9,20.481,-99.25079,1,87
Region7,20.4817806,-97.4609444,1,100
Region6,20.4821944,-100.9633056,2,68.5
Region6,20.482491,-99.215526,1,12
Region9,20.48478,-99.21922,1,62
Region9,20.486364,-100.807205,1,62
Region5,20.489281,-103.492342,1,62
Region9,20.4898778,-100.9613944,1,62
Region5,20.4899575,-103.0396517,1,100
Region9,20.490038,-103.039817,1,87
Region9,20.4905028,-99.1916556,1,87
Region5,20.490967,-87.243372,1,62
Region9,20.4927222,-103.2761944,1,87
Region5,20.4941667,-100.8111111,2,75
Region9,20.494175,-103.4101472,1,37
Region6,20.49462,-101.48219,1,75
Region7,20.494791,-97.526562,1,12
Region4,20.501626,-103.279976,2,12
Region9,20.502625,-86.9589944,2,50
Region6,20.503271,-100.806876,1,12
Region9,20.5053833,-100.6321667,1,87
Region6,20.506833,-100.825861,1,75
Region6,20.5073378,-100.8125097,1,75
Region8,20.508751,-87.234497,1,100
Region5,20.509,-87.2119167,1,50
Region6,20.510604,-100.953272,1,75
Region5,20.511305,-86.929919,1,62
Region7,20.511919,-86.937761,1,25
Region6,20.5125839,-99.8785425,2,12
Region5,20.51275,-103.2346389,2,62
Region9,20.513532,-100.805455,1,62
Region6,20.51393,-100.56132,1,75
Region5,20.5140028,-100.7789444,1,100
Region5,20.51613,-103.3767,1,62
Region6,20.517214,-100.878956,1,75
Region6,20.5190001,-100.808465,2,43.5
Region6,20.5199272,-100.7952922,1,75
Region6,20.5200575,-100.8164403,1,75
Region5,20.52025,-100.8236944,1,100
Region6,20.520461,-100.792076,2,68.5
Region6,20.521556,-100.74238,1,12
Region4,20.521841,-99.892402,1,12
Region9,20.521861,-100.473861,1,87
Region4,20.5224722,-97.2623333,2,12
Region5,20.5227778,-103.3851806,1,62
Region5,20.523088,-99.877433,1,62
Region6,20.5231139,-100.8076556,1,75
Region9,20.523821,-101.218371,1,50
Region5,20.523932,-104.017253,1,62
Region6,20.524505,-100.7625611,1,75
Region9,20.524582,-100.853362,2,50
Region5,20.524697,-102.944277,1,100
Region6,20.525349,-103.301623,2,75
Region5,20.5253694,-97.4605123,1,62
Region5,20.5258944,-103.2999333,1,37
Region6,20.5259306,-100.8333611,1,75
Region9,20.526392,-99.896835,1,50
Region4,20.52652,-101.06681,1,0
Region9,20.5283583,-100.8440167,2,62.5
Region5,20.529056,-103.48374,1,62
Region9,20.5293306,-100.3608861,1,62
Region6,20.529428,-100.439944,1,12
Region6,20.529696,-100.647732,1,75
Region7,20.529717,-97.454851,1,100
Region7,20.53023,-97.487,1,100
Region6,20.53095,-100.50796,2,12
Region5,20.530996,-103.376689,1,62
Region9,20.531578,-100.808569,1,62
Region9,20.53205,-100.7790667,2,50
Region9,20.5320667,-100.8392056,1,62
Region6,20.532085,-100.822915,1,75
Region5,20.532109,-105.291415,1,100
Region6,20.532214,-102.321594,1,75
Region8,20.5327111,-103.4321639,1,62
Region9,20.534162,-100.776447,1,62
Region5,20.5343697,-103.2939556,1,62
Region5,20.534379,-103.294046,2,56
Region9,20.5345583,-100.8468583,1,62
Region9,20.53517,-100.18855,1,62
Region9,20.535922,-100.788585,1,62
Region6,20.536508,-100.458002,1,12
Region5,20.53675,-104.038244,1,62
Region6,20.536944,-100.401611,1,0
Region5,20.5369944,-100.4575889,1,50
Region6,20.537031,-100.799169,1,75
Region6,20.538856,-101.21763,3,45.6666666667
Region9,20.539147,-100.832204,1,62
Region5,20.539909,-102.933452,1,100
Region6,20.54081,-100.43005,1,12
Region6,20.5422075,-100.8201781,1,75
Region7,20.54335,-97.4685056,1,25
Region5,20.543678,-100.733691,1,62
Region9,20.544262,-100.415916,1,87
Region7,20.544508,-97.486966,1,100
Region6,20.544658,-100.692414,1,75
Region9,20.545175,-100.795577,1,87
Region4,20.545228,-100.403294,1,25
Region5,20.54569,-102.79348,1,100
Region5,20.5467658,-102.4715961,1,100
Region5,20.547417,-103.333115,1,62
Region9,20.547729,-102.47246,1,87
Region6,20.547931,-100.822712,2,68.5
Region5,20.54834,-105.273123,1,62
Region5,20.5483944,-105.2712778,2,81
Region5,20.54852,-97.43229,1,100
Region9,20.549096,-100.783956,1,62
Region6,20.54963,-97.44856,1,12
Region9,20.549674,-100.383357,1,50
Region2,20.550134,-97.4487,1,12
Region9,20.5519,-100.8932,1,62
Region9,20.552389,-102.511472,1,62
Region5,20.552722,-103.143667,1,62
Region6,20.552755,-101.150948,2,37
Region6,20.5527667,-100.8350972,1,75
Region5,20.552906,-104.047658,1,62
Region6,20.553368,-100.420475,2,12
Region7,20.5535778,-103.362975,1,25
Region6,20.5538306,-100.8164889,1,75
Region9,20.553886,-101.18803,1,62
Region6,20.5547889,-101.2140111,1,12
Region9,20.555674,-100.443696,1,62
Region5,20.555761,-103.452377,2,62
Region6,20.556517,-100.565111,1,62
Region5,20.557125,-100.396864,1,62
Region4,20.55773,-101.2031803,2,18.5
Region5,20.5583722,-103.28245,3,28.6666666667
Region4,20.559224,-103.305647,1,25
Region9,20.559696,-100.433328,2,50
Region6,20.560011,-101.168181,1,12
Region5,20.5600628,-103.3433289,1,62
Region8,20.5605869,-103.4623744,2,81
Region5,20.560611,-103.281278,1,62
Region6,20.560639,-100.362028,3,12
Region6,20.5608333,-100.4145278,1,12
Region6,20.561383,-101.207319,2,49.5
Region7,20.562808,-100.852239,1,25
Region6,20.563154,-100.279315,1,12
Region6,20.5631698,-101.1793398,1,12
Region3,20.5633278,-103.3501694,2,12
Region9,20.563673,-100.39972,1,87
Region5,20.5641694,-103.2136167,2,81
Region6,20.5642222,-100.3895833,1,12
Region6,20.56441,-100.27142,1,12
Region9,20.565106,-101.201263,1,62
Region9,20.565712,-103.459923,1,87
Region6,20.56585,-100.26088,2,12
Region4,20.565899,-101.216546,1,12
Region5,20.566803,-103.270246,2,74.5
Region6,20.5669167,-100.3745278,1,62
Region4,20.5676444,-97.4339472,4,12
Region4,20.57072,-97.436897,2,18.5
Region9,20.57171,-100.38155,3,83.3333333333
Region9,20.5723833,-101.2065917,1,62
Region6,20.5728444,-101.1947917,2,62
Region6,20.5731367,-101.194932,1,62
Region5,20.573307,-105.249342,2,100
Region5,20.573326,-100.37216,1,62
Region6,20.573359,-100.404686,1,12
Region6,20.574417,-103.153664,1,62
Region9,20.5745667,-103.3806611,1,50
Region5,20.57489,-100.35961,1,62
Region9,20.57566,-100.32572,2,56
Region9,20.5757139,-100.8240194,1,62
Region6,20.5757694,-100.3875194,1,12
Region5,20.576037,-90.006897,1,100
Region9,20.576916,-100.422178,1,62
Region5,20.5773806,-103.3205083,2,43.5
Region9,20.577556,-100.40525,2,25
Region9,20.578447,-101.201244,1,62
Region6,20.5788611,-100.9598333,1,75
Region5,20.579028,-103.361639,1,100
Region9,20.579567,-103.840126,1,87
Region6,20.579794,-101.157215,1,75
Region6,20.579916,-101.190662,1,75
Region6,20.580093,-100.401278,1,12
Region6,20.5802389,-101.2081444,1,62
Region6,20.5803103,-100.3718853,1,12
Region6,20.580621,-100.346185,1,12
Region5,20.5814078,-103.4326514,1,62
Region6,20.582855,-100.4167289,1,12
Region5,20.582979,-100.326225,2,43.5
Region6,20.584967,-100.38331,1,12
Region5,20.585007,-102.379696,1,100
Region5,20.5854806,-100.3835139,1,62
Region6,20.58553,-103.332136,1,62
Region6,20.58605,-103.2838611,1,75
Region5,20.586306,-103.309893,1,100
Region9,20.5863417,-101.2150556,1,62
Region6,20.58731,-101.189736,2,37
Region6,20.5875556,-100.40155,1,12
Region6,20.587746,-100.376841,3,12
Region8,20.588222,-87.13575,1,100
Region6,20.588313,-100.391106,1,12
Region6,20.590143,-101.053855,1,75
Region9,20.590771,-100.397945,1,62
Region5,20.591247,-103.35163,1,62
Region9,20.59207,-100.38918,1,62
Region6,20.59238,-100.41983,1,12
Region9,20.593124,-100.393584,2,62
Region6,20.593341,-100.384625,2,12
Region6,20.5935978,-101.1721126,1,12
Region6,20.5936833,-100.3921861,2,37
Region5,20.593868,-103.468421,1,62
Region5,20.5941361,-103.4703722,3,78.6666666667
Region7,20.594364,-100.332714,1,25
Region9,20.594503,-100.393656,1,62
Region6,20.5947722,-100.3713153,1,12
Region5,20.596722,-103.323861,1,62
Region6,20.5967778,-100.4069,1,12
Region8,20.596989,-103.240936,1,62
Region5,20.5985444,-103.4381242,1,62
Region6,20.599397,-97.460597,1,12
Region5,20.599425,-100.427053,1,62
Region6,20.59971,-100.376247,1,12
Region5,20.600239,-105.238225,2,93.5
Region9,20.600834,-103.44854,1,62
Region6,20.6010333,-100.347975,1,12
Region5,20.6012694,-103.4016306,1,62
Region5,20.601448,-103.3781,1,62
Region6,20.601581,-100.448436,1,12
Region9,20.603015,-103.401991,2,68.5
Region5,20.6030286,-103.4006122,1,62
Region6,20.603557,-100.416487,1,12
Region8,20.60388,-103.26517,1,62
Region6,20.6062139,-100.3913278,1,12
Region9,20.607023,-100.400935,1,62
Region5,20.607264,-103.311119,3,33
Region6,20.608011,-105.230295,1,12
Region9,20.608112,-100.403501,2,43.5
Region4,20.608272,-105.235824,2,12
Region5,20.60898,-103.345478,1,62
Region5,20.609643,-103.059575,1,100
Region6,20.610095,-103.401937,2,75
Region5,20.610557,-103.326876,1,62
Region6,20.6105722,-100.3673917,1,12
Region6,20.610615,-100.354089,1,12
Region5,20.610822,-103.382644,3,28.6666666667
Region5,20.6114167,-103.1734,1,100
Region9,20.611486,-103.46128,1,62
Region8,20.6115,-103.415812,1,100
Region6,20.6116981,-100.4338333,1,12
Region5,20.611789,-100.41781,1,62
Region9,20.6122694,-100.34305,1,62
Region6,20.61256,-103.415474,3,28.6666666667
Region5,20.612685,-103.473145,2,81
Region6,20.612937,-87.091716,1,12
Region6,20.613145,-100.228212,1,12
Region5,20.6143194,-103.3044333,1,100
Region8,20.615204,-103.278381,2,74.5
Region5,20.615227,-103.385362,1,62
Region7,20.615787,-100.404494,1,25
Region6,20.6158394,-100.3870808,1,12
Region9,20.616772,-103.319822,1,87
Region5,20.61691,-100.392449,1,62
Region8,20.617447,-103.247406,1,62
Region6,20.617657,-100.337553,1,62
Region8,20.6179736,-103.2816864,1,62
Region6,20.618211,-100.427615,1,62
Region6,20.6182139,-100.4018139,1,12
Region8,20.618833,-103.265811,1,62
Region7,20.618911,-97.50489,1,100
Region5,20.618917,-103.316411,1,62
Region6,20.62,-100.15774,1,12
Region8,20.6201111,-103.1958083,3,87.3333333333
Region8,20.6202086,-87.0930222,1,100
Region9,20.6202333,-103.3976222,1,12
Region5,20.6204167,-103.4533611,1,62
Region5,20.6206667,-103.4086944,1,62
Region6,20.621028,-100.466615,1,12
Region7,20.621316,-103.073121,1,25
Region5,20.621505,-103.4232656,1,62
Region4,20.6215389,-101.6705194,1,12
Region5,20.622031,-103.363433,1,62
Region7,20.622348,-103.070267,1,25
Region9,20.622511,-87.075094,2,50
Region7,20.623189,-103.057008,1,25
Region7,20.62402,-88.41623,1,25
Region5,20.624328,-103.445763,2,74.5
Region6,20.625465,-103.318867,2,12
Region8,20.625478,-103.311489,1,62
Region6,20.6260917,-100.1818722,1,12
Region5,20.6264578,-103.3323631,1,62
Region5,20.626755,-103.3468633,1,62
Region5,20.626856,-103.462106,1,62
Region8,20.6269292,-87.0715753,1,100
Region6,20.627598,-103.477896,1,62
Region5,20.627786,-103.385165,1,62
Region5,20.6287144,-103.4171792,1,62
Region8,20.6288,-100.41391,1,62
Region7,20.629108,-100.34657,1,25
Region5,20.63065,-103.4076556,1,62
Region9,20.6306528,-103.2496556,1,62
Region8,20.631008,-103.414775,2,75
Region5,20.631091,-103.363758,2,74.5
Region5,20.6320417,-103.4384417,1,62
Region8,20.632138,-103.239239,2,74.5
Region5,20.632159,-87.064561,1,62
Region8,20.632806,-103.29025,1,62
Region8,20.6328139,-103.2717667,1,62
Region9,20.6334178,-103.309667,1,87
Region6,20.633992,-100.400788,1,12
Region6,20.6343933,-100.4326022,1,12
Region5,20.6344736,-103.3644956,1,62
Region5,20.635041,-103.351345,1,62
Region6,20.635268,-100.467919,1,12
Region6,20.635417,-103.3235,1,12
Region6,20.6356889,-100.454825,1,12
Region5,20.636199,-87.071845,1,62
Region9,20.636347,-103.448164,1,62
Region5,20.637073,-103.377182,1,62
Region5,20.63725,-103.404194,1,62
Region9,20.637276,-103.398813,1,62
Region5,20.6383056,-103.2550278,1,62
Region6,20.638492,-101.287882,1,62
Region5,20.6386778,-103.390275,1,62
Region9,20.638944,-100.985972,1,62
Region5,20.6391111,-103.2944056,1,62
Region5,20.63969,-103.332161,1,62
Region4,20.640043,-88.303871,2,12
Region5,20.64028,-103.307383,1,62
Region9,20.64113,-103.36298,1,62
Region7,20.64115,-87.088119,1,25
Region5,20.641344,-103.457079,1,62
Region5,20.6414022,-103.3029142,1,62
Region5,20.6414497,-103.3720556,1,62
Region5,20.64223,-103.315705,1,62
Region6,20.6426703,-100.9966956,1,62
Region6,20.643377,-101.339837,1,12
Region5,20.643813,-103.281845,2,74.5
Region9,20.64461,-103.32578,1,62
Region5,20.644661,-103.283659,1,62
Region5,20.644772,-103.352299,1,62
Region5,20.645127,-103.3820022,1,62
Region5,20.645155,-103.441194,1,62
Region9,20.645296,-103.424428,1,50
Region9,20.646019,-103.407784,1,62
Region5,20.6461,-103.394,1,62
Region9,20.646224,-100.445547,2,43.5
Region5,20.64684,-103.43143,1,62
Region6,20.647924,-100.404783,1,12
Region5,20.64803,-103.341334,3,78.6666666667
Region3,20.648119,-101.375491,2,18.5
Region9,20.64853,-103.38044,1,62
Region4,20.6486506,-87.0668919,3,45.6666666667
Region5,20.6487547,-103.4017164,1,62
Region8,20.6491139,-103.2623028,1,62
Region5,20.6496167,-103.3615361,1,62
Region9,20.650208,-103.391754,2,56
Region5,20.6502167,-103.3070528,1,62
Region7,20.650691,-100.452091,1,100
Region6,20.650701,-100.390367,1,62
Region5,20.650769,-103.386683,1,62
Region5,20.650846,-101.346575,2,100
Region8,20.651378,-100.44575,1,100
Region5,20.651637,-105.239113,1,100
Region5,20.65171,-103.403584,2,74.5
Region9,20.65208,-103.369208,1,50
Region5,20.6523711,-103.3302792,1,62
Region9,20.65253,-103.295091,1,62
Region5,20.652613,-105.219831,1,62
Region8,20.652793,-103.394752,2,81
Region4,20.6528,-103.452228,2,12
Region5,20.6531,-103.391127,1,62
Region6,20.653636,-103.377908,1,12
Region5,20.6536603,-103.3893708,1,62
Region4,20.6538056,-103.3915833,1,25
Region5,20.6544972,-103.3550194,1,62
Region8,20.654893,-103.391614,1,100
Region5,20.6554639,-105.23275,2,62
Region9,20.65579,-103.3045,1,62
Region5,20.655973,-105.214355,3,91.3333333333
Region9,20.656507,-101.347466,1,87
Region8,20.6565639,-87.9466361,1,100
Region5,20.656861,-103.422667,1,62
Region4,20.656972,-100.376358,2,18.5
Region5,20.657142,-103.381356,1,62
Region5,20.657194,-103.378693,2,74.5
Region5,20.6572622,-103.3167725,1,62
Region5,20.657641,-103.298776,1,62
Region6,20.6576725,-100.4329331,1,12
Region5,20.6577553,-103.39788,1,62
Region5,20.657925,-103.3346444,1,62
Region5,20.658232,-103.416309,3,78.6666666667
Region5,20.658394,-100.472006,1,100
Region5,20.6584039,-103.2516194,1,62
Region5,20.6586008,-103.3432656,1,62
Region5,20.658806,-103.27375,1,62
Region6,20.658892,-101.303006,2,62
Region5,20.659182,-103.437676,2,74.5
Region5,20.659337,-103.352202,2,74.5
Region8,20.659417,-103.200947,2,81
Region9,20.659441,-103.432014,1,50
Region5,20.6595389,-103.3655139,1,62
Region5,20.6598611,-103.4121944,1,62
Region5,20.6608194,-103.3852392,1,62
Region5,20.661425,-103.407967,4,30.75
Region6,20.6614833,-101.3645806,1,62
Region5,20.661503,-103.396735,2,74.5
Region9,20.661849,-100.442485,1,25
Region9,20.662194,-103.333122,1,62
Region9,20.662242,-101.312456,2,68.5
Region5,20.6632833,-103.3537333,1,62
Region4,20.663306,-105.196797,2,12
Region9,20.66357,-101.34824,1,50
Region4,20.663667,-101.371472,2,18.5
Region9,20.663975,-100.446097,1,25
Region6,20.664251,-100.446281,1,12
Region9,20.664331,-103.359486,2,62
Region5,20.664408,-105.252085,1,100
Region9,20.664758,-103.397386,1,62
Region4,20.665127,-105.226305,2,12
Region5,20.6653556,-103.3669167,3,70.3333333333
Region5,20.666064,-103.389838,1,62
Region9,20.666325,-103.392872,3,54
Region8,20.66643,-103.28051,1,62
Region5,20.667044,-103.396851,1,62
Region5,20.667222,-102.999556,1,62
Region4,20.6672222,-103.2864444,2,12
Region5,20.6672556,-103.4030167,1,62
Region5,20.6672944,-103.3765111,1,62
Region5,20.6675833,-103.323,1,62
Region5,20.667789,-103.373089,2,100
Region9,20.667963,-103.398686,2,62
Region5,20.6679739,-103.3608561,1,62
Region5,20.668327,-105.247828,2,100
Region6,20.6684028,-103.2358111,2,12
Region6,20.668546,-100.756135,1,62
Region5,20.668602,-103.421268,3,87.3333333333
Region5,20.669122,-103.430377,3,28.6666666667
Region9,20.669243,-103.3687,1,12
Region5,20.669308,-103.255763,1,62
Region5,20.669438,-99.897902,1,62
Region5,20.669515,-103.325148,1,100
Region9,20.669658,-103.36829,1,62
Region5,20.6696694,-103.3689272,1,62
Region5,20.670161,-103.382536,3,33
Region5,20.670325,-105.21086,1,100
Region9,20.67041,-103.409528,1,62
Region5,20.670514,-103.402889,1,62
Region6,20.6706378,-101.3348889,1,62
Region9,20.670881,-103.333357,1,87
Region9,20.670963,-103.389823,1,62
Region5,20.6712144,-103.3322694,1,62
Region5,20.671222,-103.406806,3,70.3333333333
Region5,20.671344,-103.394005,5,27.2
Region6,20.6716194,-101.3559389,1,62
Region4,20.6716806,-103.3033644,3,33
Region5,20.6717694,-103.3550722,2,74.5
Region9,20.6718806,-103.4305639,1,62
Region7,20.672273,-87.02507,2,81
Region5,20.6726111,-103.4543333,1,62
Region5,20.6726958,-103.3857825,1,62
Region6,20.6727667,-103.3658194,1,12
Region5,20.6728528,-103.2909611,1,62
Region5,20.673325,-103.366447,1,62
Region5,20.673326,-103.281678,2,62
Region9,20.673389,-103.376361,1,87
Region5,20.673583,-103.395778,1,62
Region6,20.6746944,-101.3471806,1,62
Region9,20.674725,-103.359543,1,62
Region9,20.6747583,-103.7377,1,87
Region6,20.674778,-87.045556,1,12
Region9,20.6751111,-103.3725278,1,87
Region9,20.675449,-101.349198,1,75
Region8,20.675605,-87.022571,2,100
Region5,20.6758431,-103.3615425,1,62
Region4,20.675917,-101.364782,2,12
Region5,20.6760094,-103.3443519,1,62
Region5,20.676186,-103.347707,2,74.5
Region5,20.6762269,-103.38203,1,62
Region5,20.6765981,-103.3151794,1,62
Region9,20.676642,-100.453241,2,50
Region5,20.676917,-103.313667,2,81
Region9,20.677702,-103.340344,1,62
Region5,20.678253,-103.398781,2,74.5
Region9,20.678312,-103.35459,2,62
Region5,20.678396,-103.420835,2,74.5
Region5,20.678521,-103.347235,1,62
Region5,20.6788969,-103.4097339,1,62
Region4,20.6790833,-101.3545028,1,25
Region5,20.6791,-103.33942,1,62
Region9,20.67916,-103.393279,1,62
Region9,20.679201,-103.373769,1,50
Region5,20.6796772,-103.3750114,1,62
Region5,20.67985,-103.3834444,1,62
