region,lat,lng,nodos,golden
Region9,19.356516,-99.108289,1,87
Region9,19.356933,-99.28282,1,87
Region5,19.3569361,-99.1983278,1,62
Region5,19.357094,-99.259383,1,62
Region9,19.3571181,-99.2596292,1,50
Region7,19.35725,-99.02645,1,25
Region9,19.357305,-99.072527,1,62
Region6,19.35734,-99.59736,1,12
Region7,19.357382,-98.981601,1,25
Region9,19.3574167,-99.2142222,1,62
Region4,19.3575833,-99.2751389,2,12
Region9,19.357778,-99.072778,1,62
Region6,19.357953,-99.004592,1,12
Region9,19.358394,-99.122215,1,62
Region6,19.358593,-99.27635,2,12
Region7,19.358835,-99.193495,2,100
Region9,19.359012,-99.272573,1,0
Region9,19.359291,-99.286444,1,50
Region7,19.359391,-99.170786,1,100
Region6,19.359457,-99.139415,1,75
Region6,19.35954,-99.141002,1,12
Region9,19.359643,-99.088461,2,43.5
Region8,19.35965,-99.278369,2,75
Region9,19.359828,-99.229578,3,58.3333333333
Region9,19.3598342,-99.1715317,1,62
Region1,19.360317,-98.981631,3,37.3333333333
Region7,19.360345,-99.18307,3,100
Region9,19.3604,-99.1506833,1,100
Vacio,19.360571,-99.15827,2,25
Region9,19.360671,-99.150688,1,62
Region9,19.36077,-99.275327,2,68.5
Region6,19.360774,-99.110783,1,62
Region6,19.360923,-99.593631,1,12
Region5,19.36104,-99.267438,5,92.4
Region9,19.361149,-99.273549,2,62
Region6,19.361189,-99.077449,1,12
Region6,19.36125,-99.273421,1,12
Region9,19.361367,-99.272542,1,62
Region9,19.3614125,-99.2885775,1,62
Region8,19.361417,-99.170709,2,100
Region4,19.3614528,-99.273225,1,25
Region7,19.361463,-98.666908,1,25
Region6,19.361582,-99.27258,1,12
Region9,19.361603,-99.301678,1,62
Region5,19.361794,-99.151564,4,43.5
Region7,19.361965,-99.250147,2,100
Region4,19.362061,-99.165352,2,18.5
Region8,19.362071,-99.759149,1,100
Region5,19.362222,-99.643423,2,62
Region6,19.362273,-99.168836,1,75
Region9,19.3623778,-99.1852675,1,62
Region9,19.3627222,-99.1301944,3,24.6666666667
Region9,19.363049,-99.18169,1,62
Region3,19.363396,-98.988265,2,18.5
Region9,19.3634089,-99.1916058,1,62
Region9,19.3635595,-99.2789851,2,62
Region9,19.363625,-99.163233,2,62
Region6,19.36375,-99.59106,1,12
Region9,19.363839,-99.259968,2,93.5
Region9,19.363897,-99.171774,1,12
Region9,19.364,-99.1695,1,62
Region9,19.3643056,-99.2600278,4,18.5
Region9,19.364496,-99.273693,2,43.5
Region7,19.364581,-96.366864,2,100
Region9,19.364671,-99.290526,2,50
Region5,19.364849,-99.259793,1,62
Region5,19.365253,-99.1892,2,56
Region7,19.3653,-99.2433,1,25
Region6,19.365366,-99.17449,3,12
Region7,19.365433,-99.258717,1,100
Region9,19.3654719,-99.0545886,2,50
Region9,19.365706,-99.197622,1,62
Region9,19.3657083,-99.2630508,1,62
Region8,19.365944,-99.206769,2,100
Region6,19.366111,-99.183028,1,75
Region9,19.3661289,-99.2103972,1,62
Region5,19.366207,-99.587928,1,62
Region7,19.3664722,-99.10575,2,25
Region9,19.366613,-99.02239,1,37
Region9,19.366742,-99.086183,1,62
Region7,19.36675,-99.167645,1,25
Region9,19.366833,-99.095806,2,81
Region9,19.3669244,-99.1599256,1,62
Region4,19.366982,-99.25997,2,18.5
Region6,19.367472,-99.156861,1,87
Region9,19.367599,-99.076464,2,37.5
Region9,19.3676542,-99.1817936,1,62
Region9,19.367673,-99.053743,1,87
Region9,19.367825,-99.173571,1,62
Region9,19.367833,-99.155417,2,31
Region8,19.3678694,-99.1366944,1,100
Region6,19.367872,-99.175213,2,12
Region9,19.367944,-99.011611,1,62
Region9,19.3684167,-99.2581389,2,43.5
Region8,19.368905,-99.223141,1,37
Region7,19.3691,-99.1773,1,100
Region9,19.3693667,-99.1490119,1,62
Region7,19.369501,-98.422333,1,25
Region6,19.36959,-99.58752,1,12
Region9,19.369788,-99.266461,1,62
Region9,19.369948,-99.28584,4,31.25
Region8,19.370028,-99.18475,1,100
Region9,19.370111,-99.165456,1,87
Region6,19.37024,-99.57573,1,75
Region6,19.370312,-98.996052,1,12
Region6,19.3707,-99.1431,1,87
Region8,19.370703,-99.161017,1,100
Region6,19.3708,-99.16634,1,75
Region9,19.3709142,-99.167535,1,62
Region3,19.370952,-99.164937,4,56
Region9,19.370972,-99.12771,2,43.5
Region9,19.371012,-99.175929,1,62
Region9,19.371156,-99.046586,2,81
Region9,19.371564,-99.057468,1,87
Region9,19.371815,-98.983314,4,43.5
Region8,19.371889,-99.916,1,100
Region7,19.371951,-96.380957,1,100
Region9,19.371993,-99.188367,1,50
Region9,19.3722417,-99.2779703,1,62
Region9,19.372321,-99.240143,3,20.6666666667
Region9,19.372625,-99.102311,1,37
Region6,19.372654,-99.172917,2,12
Region9,19.3727869,-99.1796092,1,50
Region9,19.372845,-99.154415,1,12
Region9,19.3728972,-99.0177639,2,43.5
Region9,19.3729006,-99.1300189,1,62
Region9,19.3729319,-99.1382228,1,50
Region9,19.373037,-99.084295,1,62
Region9,19.373187,-99.203874,1,50
Region9,19.37325,-99.2162,1,50
Region9,19.373277,-99.166776,3,33.3333333333
Region7,19.373472,-99.193059,2,100
Region9,19.3735231,-99.0731828,1,50
Region7,19.3735972,-99.2771583,1,100
Region9,19.373761,-99.121028,2,43.5
Region9,19.374056,-99.171917,2,50
Region9,19.374116,-99.113355,1,62
Region9,19.3742,-99.0843028,2,43.5
Region5,19.374529,-99.244282,1,100
Region9,19.374889,-99.031306,2,81
Region9,19.375,-99.1394,3,33.3333333333
Region6,19.375144,-103.711976,1,12
Region9,19.375192,-99.183135,1,62
Region9,19.3752,-99.0910083,1,62
Region9,19.375222,-99.179016,2,43.5
Region6,19.3753389,-99.2341194,1,12
Region9,19.3755,-99.1093611,3,37.3333333333
Region5,19.375636,-98.967922,2,62
Region9,19.37572,-99.14672,2,75
Region9,19.3757361,-99.1922972,1,62
Region9,19.376346,-99.161812,1,100
Region9,19.3765278,-99.1873611,3,20.6666666667
Region9,19.376532,-99.097736,1,50
Region6,19.377142,-99.273106,1,12
Region6,19.3776536,-99.2248036,1,62
Region5,19.377689,-99.201482,1,62
Region4,19.377904,-99.297215,2,12
Region6,19.378256,-99.158821,1,87
Region9,19.3783489,-99.1587558,1,62
Region5,19.37851,-99.061863,5,47.2
Region9,19.3786164,-99.2587933,1,62
Region9,19.37864,-99.258664,1,50
Region9,19.3787039,-99.2509883,1,50
Region5,19.378761,-99.620477,2,75
Region6,19.379053,-99.183189,1,12
Region7,19.37925,-99.1516667,1,100
Region9,19.379338,-99.250723,3,20.6666666667
Region7,19.379483,-99.118994,1,25
Region9,19.379548,-99.169143,2,62
Region8,19.380021,-99.158885,2,100
Region9,19.380207,-99.085292,1,62
Region9,19.3802472,-99.1874636,1,62
Region9,19.38026,-99.2158,1,62
Region9,19.380306,-99.1995,1,50
Region9,19.3803889,-99.1151111,2,68.5
Region9,19.380417,-99.194778,2,75
Region7,19.3808,-99.1286,1,25
Region9,19.3808069,-99.1763317,1,62
Region9,19.380861,-99.051725,1,62
Region9,19.3809,-99.095482,2,81
Region6,19.3809694,-99.2423806,1,12
Region9,19.3811111,-99.0050778,2,43.5
Region7,19.381133,-99.173168,1,25
Region8,19.381194,-99.802111,1,100
Region6,19.381444,-99.129111,1,12
Region9,19.381876,-99.069352,2,81
Region9,19.3825556,-99.1015556,3,8.3333333333
Region6,19.3825679,-99.2383833,1,62
Region6,19.382654,-99.008248,1,62
Region9,19.382851,-99.019308,1,50
Region9,19.3839472,-99.1832444,1,62
Region9,19.38429,-99.70905,1,50
Region9,19.384354,-99.294367,2,74.5
Region7,19.384444,-99.135639,1,25
Region8,19.3845917,-99.2782417,1,100
Region9,19.3846944,-99.0970833,1,62
Region9,19.3847397,-99.0772231,1,62
Region9,19.3850392,-99.5713694,2,87
Region4,19.3851083,-99.2662528,1,12
Region9,19.3851389,-99.2282222,2,25
Region9,19.385139,-99.158167,1,50
Region5,19.3855683,-99.1458511,1,62
Region5,19.385717,-103.573862,1,62
Region8,19.38618,-99.157352,2,100
Region5,19.386332,-99.252986,2,62
Region7,19.386384,-98.027934,1,100
Region9,19.3864428,-99.1228997,1,62
Region3,19.3865,-99.206481,2,12
Region9,19.3865612,-98.9144139,1,0
Region9,19.3868,-99.1615972,1,62
Region9,19.38712,-99.02867,1,62
Region9,19.387157,-99.246783,1,50
Region6,19.387256,-99.174331,2,12
Region5,19.38735,-99.2523,2,43.5
Region5,19.387813,-102.051132,1,100
Region9,19.38784,-99.250961,2,87
Region9,19.3879086,-99.1739397,1,62
Region9,19.38791,-99.252875,1,25
Region9,19.387922,-99.00315,1,62
Region9,19.387975,-99.039156,2,43.5
Region9,19.387976,-99.163782,1,62
Region9,19.387983,-99.214856,3,29
Region9,19.3881194,-99.2467111,1,62
Region9,19.388197,-99.163967,1,62
Region1,19.388199,-99.253571,1,62
Region6,19.3883,-99.2547,1,12
Region9,19.388391,-99.159012,2,62
Region6,19.388429,-99.014692,1,0
Region7,19.3885147,-99.2867095,1,100
Region9,19.388593,-99.168118,2,62
Region5,19.388872,-98.862465,1,62
Region9,19.388959,-99.253571,1,62
Region9,19.3890683,-99.1869625,1,62
Region7,19.389435,-99.148324,1,100
Region6,19.389456,-99.264802,1,12
Region9,19.3895444,-99.1920639,1,12
Region5,19.389703,-99.250408,1,62
Region8,19.39025,-99.999278,1,100
Region9,19.390261,-99.302414,5,62
Region8,19.3904167,-100.0731944,1,100
Region9,19.390551,-99.206079,1,62
Region6,19.39064,-98.98486,1,87
Region9,19.390997,-99.044984,1,75
Region9,19.391084,-99.152219,2,43.5
Region9,19.391225,-99.282043,2,43.5
Region7,19.391482,-99.193614,1,100
Region5,19.3915111,-99.1569583,1,62
Region8,19.3916667,-99.1658333,1,100
Region6,19.391799,-99.069674,2,6
Region9,19.3918,-99.1729,2,75
Region9,19.391828,-99.259981,1,50
Region6,19.391844,-99.059444,1,12
Region9,19.3920833,-99.0072222,3,28.6666666667
Region7,19.392103,-99.181453,3,16.3333333333
Region9,19.392138,-99.142013,1,62
Region9,19.3922361,-99.1627056,1,25
Region4,19.392642,-99.177792,2,12
Region9,19.393002,-99.070503,1,62
Region9,19.393046,-99.239099,3,62
Region9,19.393091,-99.087806,1,62
Region8,19.393685,-99.166702,1,100
Region9,19.393819,-99.207631,2,37.5
Region9,19.394153,-99.240095,1,50
Region9,19.394302,-99.171298,1,62
Region9,19.394528,-99.272583,2,75
Region9,19.3946314,-99.1718322,1,62
Region9,19.394948,-99.173422,1,62
Region5,19.39504,-99.23838,1,62
Region9,19.3950528,-99.0449639,2,37
Region6,19.395078,-99.233089,1,12
Region9,19.395144,-99.28965,1,62
Region9,19.39524,-99.15051,1,62
Region4,19.395477,-99.145791,6,12
Region8,19.395586,-99.156268,2,100
Region9,19.395814,-99.228692,2,75
Region6,19.395868,-99.180492,1,75
Region7,19.395877,-98.15785,1,100
Region5,19.396046,-99.176301,1,62
Region9,19.3960936,-98.9950861,1,62
Region7,19.3961081,-98.980533,1,25
Region8,19.396218,-99.176345,1,100
Region6,19.396266,-99.271473,1,12
Region9,19.396702,-99.170987,2,62
Region9,19.396888,-99.46104,1,87
Region9,19.3970311,-99.1627417,1,62
Region9,19.397182,-99.007437,1,62
Region9,19.397236,-99.218011,1,50
Region9,19.3975958,-99.2176975,1,62
Region7,19.397601,-99.259209,1,100
Region9,19.39772,-99.084495,2,75
Region9,19.397725,-99.17095,2,31
Region9,19.3978817,-99.0789833,1,62
Region6,19.3979,-99.1029,1,12
Region9,19.398106,-99.156867,2,37
Region9,19.398289,-99.173972,3,24.6666666667
Region9,19.398602,-99.183397,2,31
Region4,19.3988361,-99.0574778,6,26.8333333333
Region9,19.39905,-99.133619,1,62
Region9,19.399068,-99.175332,1,62
Region7,19.399172,-99.152047,2,25
Region9,19.399194,-99.145306,1,62
Region6,19.399238,-102.023265,1,12
Region7,19.399332,-99.214483,2,81
Region9,19.399408,-99.096198,1,50
Region9,19.3994508,-99.2346933,1,62
Region9,19.3994972,-99.0431083,1,62
Region6,19.39969,-102.0682,1,12
Region9,19.39989,-99.08575,1,50
Region9,19.399926,-99.190078,1,62
Region9,19.400571,-99.1226,3,62
Region9,19.4011444,-99.0325008,1,62
Region9,19.401228,-99.163611,3,24.6666666667
Region8,19.401244,-99.126775,1,100
Region5,19.4014892,-99.2040497,1,62
Region8,19.401654,-99.274083,1,100
Region7,19.40179,-99.169074,1,25
Region9,19.401832,-99.197165,1,62
Region7,19.401836,-99.240662,2,100
Region6,19.4019,-98.92367,1,12
Region1,19.402,-99.31401,1,62
Region5,19.402191,-101.63914,1,100
Region7,19.402423,-99.188361,2,100
Region7,19.402436,-99.137206,3,50
Region9,19.4030639,-99.1140778,1,62
Region6,19.403086,-99.154431,2,62
Region9,19.403225,-98.927031,1,62
Region9,19.4033056,-99.0684167,1,50
Region9,19.403332,-99.269124,1,50
Region9,19.4033528,-99.1133944,2,43.5
Region9,19.403369,-99.154,1,62
Region9,19.403467,-99.088793,2,6
Region9,19.403542,-99.153794,1,50
Region9,19.403601,-99.046435,1,87
Region9,19.403877,-99.241692,2,62
Region9,19.404051,-99.171497,1,87
Region9,19.4040708,-99.2853785,4,31.25
Region7,19.404378,-99.156402,1,100
Region9,19.404444,-99.1407214,1,62
Region6,19.404548,-99.241238,1,12
Region5,19.4045833,-99.0963056,2,62
Region5,19.404589,-99.162351,3,37.3333333333
Region9,19.4046556,-99.0390528,1,62
Region9,19.404694,-99.271444,2,62.5
Region6,19.404778,-99.271464,1,75
Region5,19.404965,-99.2572992,1,62
Region7,19.404982,-98.049364,1,25
Region9,19.4050533,-99.1496958,5,62
Region5,19.405142,-99.095655,1,62
Region9,19.405221,-99.239481,3,24.6666666667
Region9,19.405245,-99.097358,2,75
Region9,19.405247,-99.17554,3,62
Region9,19.405509,-99.202885,1,100
Region9,19.405557,-99.239449,3,62
Region7,19.40562,-98.1388,1,100
Region9,19.4056944,-99.0784444,1,62
Region9,19.405899,-99.226909,1,62
Region6,19.406005,-99.095375,2,12
Region7,19.406133,-99.163198,1,100
Region6,19.406243,-99.178056,1,12
Region9,19.406525,-98.8889556,1,87
Region8,19.406637,-99.155753,2,100
Region9,19.406667,-99.044667,1,62
Region9,19.406771,-99.221885,2,37.5
Region9,19.40696,-99.144874,1,50
Region9,19.407113,-99.158176,1,62
Region9,19.407129,-99.168558,3,33.3333333333
Region5,19.407191,-99.196628,2,43.5
Region8,19.4073028,-99.2799,2,100
Region6,19.407486,-99.173763,1,12
Region9,19.4078972,-99.1614444,1,12
Region5,19.40809,-99.167506,3,33
Region9,19.408132,-99.117094,2,62
Region9,19.408198,-99.112769,1,12
Region9,19.408294,-99.198236,3,62
Region9,19.4083061,-99.1845792,1,62
Region5,19.408314,-102.051712,2,100
Region9,19.408403,-99.090507,1,25
Region3,19.4084444,-99.1844056,2,12
Region5,19.408544,-99.17196,3,62.3333333333
Region5,19.408667,-99.142525,2,37
Region9,19.408692,-99.137942,1,62
Region9,19.409147,-99.271828,1,62
Region7,19.409342,-99.253658,1,100
Region9,19.4093806,-99.2296361,1,50
Region9,19.40943,-99.139102,1,87
Region5,19.409437,-99.177647,4,43.5
Region9,19.409611,-99.06245,2,81
Region6,19.409643,-99.146492,2,62
Region9,19.40974,-99.85796,1,87
Region9,19.4100111,-99.1175333,2,81
Region9,19.41002,-99.163253,2,62
Region9,19.410036,-99.024153,1,62
Region9,19.410083,-99.094778,3,87.3333333333
Region6,19.410494,-99.069869,1,75
Region6,19.410531,-99.558287,1,62
Region9,19.410653,-99.217644,1,62
Region6,19.4107222,-99.2635972,1,75
Region9,19.4108556,-99.1015,1,62
Region7,19.4108694,-99.2634667,1,100
Region8,19.410905,-102.034425,1,100
Region8,19.4112,-99.15575,1,100
Region9,19.411483,-99.155015,1,62
Region9,19.4116683,-98.9782825,1,62
Region5,19.4116694,-99.1748556,3,24.6666666667
Region9,19.411694,-99.240194,1,62
Region9,19.4117125,-99.2500531,1,62
Region9,19.412194,-98.918778,1,12
Region6,19.41222,-102.07541,1,12
Region7,19.412344,-99.08241,2,100
Region9,19.4124083,-99.0034778,1,62
Region5,19.412496,-98.880825,1,100
Region9,19.4125,-98.14,1,62
Region9,19.412507,-99.171207,1,62
Region5,19.412626,-99.172239,3,28.6666666667
Region6,19.412831,-99.091853,1,12
Region7,19.41289,-99.182167,2,50
Region5,19.413361,-98.954861,1,12
Region9,19.413555,-99.137001,1,62
Vacio,19.413558,-99.144187,1,100
Region8,19.413578,-99.153886,2,100
Region7,19.41372,-99.052415,1,25
Region9,19.4138889,-99.0111944,1,62
Region7,19.413919,-99.078082,1,100
Region9,19.413954,-99.032535,1,87
Region5,19.414002,-98.991069,3,41.3333333333
Region9,19.414323,-99.213417,1,62
Region9,19.4143492,-99.2291853,1,62
Region9,19.4143639,-99.2290722,2,37.5
Region5,19.414389,-99.167406,3,33
Region6,19.414453,-99.165997,1,12
Region9,19.41447,-99.105,2,37
Region7,19.41451,-98.140129,1,100
Region5,19.414694,-99.153472,2,81
Region8,19.414762,-99.136052,1,100
Region9,19.4148433,-99.2991653,4,46.5
Region9,19.415056,-98.945155,1,62
Region5,19.415425,-99.158886,2,81
Region9,19.415534,-99.015203,1,50
Region9,19.415672,-99.069104,1,12
Region8,19.415673,-99.046289,1,100
Region9,19.415723,-98.908852,2,43.5
Region8,19.4159444,-98.9362222,2,100
Region5,19.4160556,-99.1754167,2,43.5
Region7,19.4161111,-99.0750278,2,100
Region5,19.41624,-99.15606,2,43.5
Region9,19.416359,-99.168378,1,62
Region9,19.416361,-99.158806,1,62
Region9,19.416424,-99.16466,1,50
Region9,19.4164417,-99.2337417,1,25
Region7,19.416472,-99.09035,2,100
Region7,19.416542,-99.240297,1,25
Region6,19.416684,-99.215023,1,12
Region9,19.416719,-98.877977,2,87
Region6,19.416917,-98.91689,1,62
Region9,19.4169722,-99.1166944,5,27.2
Region7,19.4173611,-99.2858889,1,100
Region9,19.4175731,-99.0953061,1,50
Region3,19.417753,-99.196152,2,12
Region9,19.417764,-99.040917,3,37.3333333333
Region4,19.41827,-102.05148,1,12
Region9,19.418667,-99.215252,2,43.5
Region9,19.418967,-99.269522,1,62
Region5,19.4191,-99.28222,1,62
Region5,19.4191389,-99.1500278,3,33
Region8,19.419508,-99.150581,1,100
Region7,19.419611,-98.123778,1,100
Region7,19.41967,-99.09595,2,100
Region9,19.419718,-99.168509,2,43.5
Region9,19.4197444,-99.2693556,2,37.5
Region9,19.419954,-99.167139,1,62
Region4,19.420048,-102.06277,3,28.6666666667
Region9,19.420113,-99.133595,1,62
Region4,19.420244,-99.031618,1,12
Region5,19.420553,-99.162126,1,100
Region5,19.420644,-100.350883,1,100
Region7,19.420686,-101.978731,1,25
Region7,19.42083,-99.176943,2,100
Region6,19.420857,-99.020637,2,62
Region9,19.420881,-99.079072,2,62
Region9,19.42123,-99.209818,1,62
Region9,19.421351,-99.26204,1,50
Region9,19.4215456,-99.2376475,1,62
Region4,19.4215528,-99.1927222,3,20.6666666667
Region4,19.4216944,-99.2377222,2,18.5
Region9,19.4217667,-99.1375242,1,62
Region4,19.4218,-99.201475,2,6
Region9,19.422022,-99.222258,1,62
Region9,19.422332,-99.091515,11,58.6363636364
Region6,19.422444,-99.099097,1,75
Region5,19.422729,-99.259633,2,62
Region4,19.422784,-99.174878,1,25
Region9,19.422802,-99.167972,2,37
Region6,19.422944,-99.17425,1,12
Region7,19.422989,-98.20577,1,25
Region7,19.423,-99.1624389,5,25
Region9,19.423151,-99.17416,1,87
Region9,19.423175,-99.093872,1,62
Region7,19.423231,-99.102302,2,100
Region9,19.423392,-99.086792,2,81
Region9,19.4235278,-98.8916111,1,62
Region7,19.423528,-99.125599,1,25
Region7,19.4235833,-99.1630611,2,100
Region9,19.423605,-99.206692,1,87
Region5,19.4237189,-99.1662439,1,62
Region5,19.423992,-102.009611,1,37
Region6,19.424076,-98.969212,1,12
Region7,19.424093,-99.112014,1,25
Region7,19.4242,-99.1753,2,49.5
Region9,19.424302,-99.143903,1,50
Region6,19.4244708,-99.1711403,1,12
Region6,19.424503,-98.98071,1,62
Region5,19.4245794,-99.1774483,4,46.75
Region8,19.424639,-99.14325,1,100
Region9,19.424659,-99.211132,1,62
Region5,19.424771,-99.170871,1,12
Region9,19.4249269,-99.12223,1,62
Region5,19.4249306,-99.1735028,1,62
Region9,19.424941,-99.1776,1,62
Region5,19.424972,-99.131972,2,31
Region7,19.425336,-99.132943,3,100
Region9,19.425355,-98.944645,2,81
Region5,19.4254,-99.15903,1,62
Region7,19.425558,-99.124639,2,100
Region5,19.425644,-99.172159,2,62
Region9,19.425814,-99.134036,1,25
Region7,19.425862,-99.154701,2,100
Region7,19.425863,-99.150424,1,0
Region9,19.42592,-99.134821,2,56
Region4,19.425937,-102.055207,2,18.5
Region9,19.4259606,-99.2286906,1,62
Region5,19.425961,-99.19175,1,100
Region8,19.425998,-99.240059,1,100
Region7,19.4260278,-99.1379167,2,100
Region5,19.426062,-99.032382,1,62
Region9,19.426158,-99.071083,11,46.5454545455
Region9,19.426228,-99.150086,9,62
Region9,19.426442,-99.16684,1,50
Region9,19.4265306,-99.1637772,1,62
Region5,19.426664,-99.172104,1,25
Region9,19.4266694,-99.2057111,1,50
Region9,19.4266761,-99.22291,1,62
Region7,19.4267222,-99.1398333,1,100
Region6,19.426745,-99.203435,1,12
Region7,19.4267778,-99.1436944,1,100
Region7,19.4268306,-99.149225,2,100
Region9,19.426844,-99.129964,2,62
Region9,19.4268472,-99.1088028,2,43.5
Region6,19.426875,-99.169177,2,37
Vacio,19.426892,-99.211726,1,100
Region6,19.4270222,-99.2078806,3,12
Region9,19.4271228,-99.1504736,1,62
Region7,19.427218,-99.110305,2,100
Region6,19.427232,-99.171273,1,12
Region6,19.427417,-99.193798,5,12
Region8,19.42744,-99.149036,1,100
Region9,19.427441,-99.1596,1,62
Region6,19.427666,-99.204736,3,12
Region6,19.42781,-99.209029,2,62
Region6,19.427844,-99.220711,1,12
Region6,19.427957,-99.193816,1,62
Region9,19.427981,-99.143831,1,62
Region9,19.427997,-99.228714,3,62.3333333333
Region6,19.42823,-102.07806,2,12
Region5,19.428276,-99.178317,1,62
Region7,19.42829,-99.175343,1,100
Region9,19.428361,-99.204792,2,25
Region7,19.428381,-96.687762,1,75
Region9,19.428404,-99.176118,1,62
Region5,19.4284278,-99.1335861,1,62
Region9,19.4284667,-99.103225,2,62
Region9,19.4285517,-99.1560856,1,62
Region9,19.4285972,-99.1941194,1,62
Region9,19.428641,-99.252465,2,37.5
Region7,19.428837,-99.119511,2,62.5
Region6,19.4289,-99.152731,1,12
Region7,19.4289349,-101.7950969,1,100
Region6,19.429,-99.161785,1,12
Region4,19.429064,-99.0533,2,12
Region9,19.429299,-99.205797,3,45.3333333333
Region7,19.429303,-99.132739,1,100
Region9,19.429483,-99.18546,1,62
Region9,19.429514,-99.163459,1,50
Region9,19.429675,-99.1911944,2,43.5
Region9,19.429699,-99.164521,1,62
Region9,19.4298139,-99.2114583,2,75
Region8,19.429869,-99.265444,1,100
Region6,19.429875,-99.207749,1,12
Region6,19.430036,-99.135703,1,12
Region5,19.430097,-100.350447,1,100
Region9,19.43015,-99.193606,1,62
Region7,19.43015,-98.16729,1,25
Region6,19.430165,-99.180588,3,12
Region9,19.430195,-99.2047703,1,62
Region5,19.430195,-99.180806,1,62
Region7,19.430213,-99.114833,2,100
Region9,19.430474,-99.092088,1,50
Region9,19.430481,-99.135661,1,87
Region7,19.4305167,-99.1621806,1,25
Region9,19.430636,-99.123653,2,43.5
Region9,19.4307167,-98.9364472,1,62
Region6,19.430855,-99.225674,1,12
Region5,19.430884,-100.336741,1,100
Region4,19.430974,-99.200498,3,20.6666666667
Region7,19.431,-98.9581667,1,25
Region9,19.431072,-99.175353,1,62
Region5,19.4310967,-99.1680547,1,62
Region8,19.4311944,-99.1679722,1,100
Region5,19.431276,-99.168555,2,81
Region6,19.431278,-99.189114,3,12
Region7,19.431304,-99.190873,1,100
Region9,19.431333,-99.198639,1,62
Region6,19.4313333,-99.1865556,2,12
Region4,19.431409,-99.159909,4,15.25
Region9,19.431683,-99.192588,2,0
Region5,19.43172,-99.154,3,28.6666666667
Region9,19.431721,-99.145798,2,62
Region7,19.4317778,-99.1289167,1,25
Region7,19.4318,-99.1408,1,100
Region6,19.431824,-99.27546,1,62
Region9,19.431826,-99.132484,1,12
Region9,19.4318389,-99.2162,3,62
Region9,19.4318753,-99.128515,1,50
Region5,19.43189,-99.17329,1,62
Region8,19.4318917,-99.1352889,1,100
Region9,19.431994,-99.154974,1,62
Region5,19.432525,-102.061088,1,62
Region9,19.4327092,-99.1352106,1,62
Region6,19.4329167,-99.1814722,2,12
Region9,19.433121,-98.932612,2,43.5
Region8,19.433167,-99.147792,1,100
Region9,19.433196,-99.21009,3,58
Region7,19.433248,-99.1329,2,100
Region9,19.4333647,-99.14131,1,50
Region9,19.4335167,-99.2106861,2,43.5
Region9,19.4335278,-99.1790278,2,12
Region5,19.433762,-99.137705,2,43.5
Region6,19.433788,-99.083273,1,12
Region9,19.433806,-99.122406,1,62
Region9,19.433813,-99.133806,1,50
Region9,19.434063,-99.201445,1,87
Region5,19.434196,-99.147311,3,87.3333333333
Region9,19.4342667,-101.5128806,1,62
Region4,19.43428,-99.20737,2,6
Region9,19.434394,-99.143307,1,87
Region6,19.434455,-99.196201,1,12
Region5,19.4347111,-99.0832306,2,49.5
Region6,19.434732,-99.146529,2,62
Region6,19.434774,-99.204713,1,12
Region7,19.434839,-99.173217,1,100
Region5,19.4349722,-99.1587778,2,37
Region5,19.435083,-101.883641,1,100
Region6,19.435101,-99.182745,4,12
Region7,19.4351111,-101.5130556,1,25
Region9,19.435361,-99.188805,1,62
Region9,19.435363,-99.171094,1,87
Region9,19.435444,-99.13053,1,62
Region7,19.435514,-99.137406,2,100
Region9,19.4356481,-99.2316931,1,62
Region9,19.435672,-99.119561,6,72.8333333333
Region9,19.4357,-99.08825,1,87
Region9,19.435741,-99.126996,1,62
Region9,19.4359178,-99.20677,1,62
Region7,19.436243,-99.141945,2,100
Region7,19.436255,-99.147646,1,25
Region7,19.43629,-99.08349,2,81
Region9,19.436297,-99.079842,1,12
Region6,19.436472,-99.171195,1,12
Region9,19.436514,-99.147437,1,62
Region9,19.436721,-99.17362,1,62
Region6,19.4368,-99.2013306,1,12
Region5,19.436808,-99.138268,1,62
Region6,19.437178,-99.174477,1,12
Region5,19.437178,-99.161653,2,81
Region7,19.437195,-99.147677,2,100
Region9,19.4372772,-99.1563539,1,62
Region8,19.437295,-99.147105,2,100
Region9,19.4373056,-99.1837306,1,50
Region7,19.4373582,-99.1345204,1,25
Region9,19.437536,-98.96165,1,62
Region9,19.438083,-99.207462,1,62
Region4,19.438149,-99.194602,3,20.6666666667
Region7,19.43815,-99.203606,1,25
Region9,19.4381775,-99.1030483,1,62
Region7,19.438191,-99.22025,1,25
Region5,19.438315,-99.210908,1,62
Region5,19.4386194,-99.1418333,2,81
Region9,19.4386322,-99.2135383,1,50
Region3,19.438635,-99.213116,1,12
Region5,19.4389167,-101.5121111,1,62
Region9,19.438955,-99.209074,1,62
Region9,19.4393028,-99.2216444,1,50
Region9,19.439482,-99.169453,1,87
Region5,19.439527,-99.15989,9,53.7777777778
Region5,19.4397806,-99.1659333,2,43.5
Region9,19.4398456,-99.1312956,1,62
Region4,19.439874,-99.297078,3,24.6666666667
Region9,19.4399,-99.13757,2,74.5
Region9,19.440153,-99.203672,1,12
Region9,19.440311,-99.080587,1,62
Region9,19.44035,-99.0898167,1,25
Region5,19.440505,-98.443233,2,62
Region6,19.4405833,-99.2654444,1,12
